"";"id";"date";"store";"item";"sales"
"74";73;"2018-03-15";1;1;19,9463397085778
"75";74;"2018-03-16";1;1;19,9462928568804
"76";75;"2018-03-17";1;1;19,946250781138
"77";76;"2018-03-18";1;1;19,9462129945003
"78";77;"2018-03-19";1;1;19,9461790597452
"79";78;"2018-03-20";1;1;19,9461485842208
"80";79;"2018-03-21";1;1;19,9461212153013
"81";80;"2018-03-22";1;1;19,9460966363065
"82";81;"2018-03-23";1;1;19,946074562838
"83";82;"2018-03-24";1;1;19,9460547394881
"84";83;"2018-03-25";1;1;19,9460369368848
"85";84;"2018-03-26";1;1;19,9460209490379
"86";85;"2018-03-27";1;1;19,9460065909554
"87";86;"2018-03-28";1;1;19,9459936965028
"88";87;"2018-03-29";1;1;19,945982116481
"89";88;"2018-03-30";1;1;19,9459717169
"90";89;"2018-03-31";1;1;19,9459623774284
"91";90;"2018-01-01";2;1;24,3900373809952
"92";91;"2018-01-02";2;1;23,415333650468
"93";92;"2018-01-03";2;1;21,5384570532306
"94";93;"2018-01-04";2;1;21,3153786344108
"95";94;"2018-01-05";2;1;22,9604547633876
"96";95;"2018-01-06";2;1;24,1321032109022
"97";96;"2018-01-07";2;1;24,7195613513026
"98";97;"2018-01-08";2;1;24,5030897787597
"99";98;"2018-01-09";2;1;23,8859889411383
"100";99;"2018-01-10";2;1;23,4623174053833
"101";100;"2018-01-11";2;1;23,4243241851873
"102";101;"2018-01-12";2;1;23,7045951228073
"103";102;"2018-01-13";2;1;24,0594579519203
"104";103;"2018-01-14";2;1;24,2772824281759
"105";104;"2018-01-15";2;1;24,3064842123671
"106";105;"2018-01-16";2;1;24,2233457962317
"107";106;"2018-01-17";2;1;24,1461679508745
"108";107;"2018-01-18";2;1;24,1493187528238
"109";108;"2018-01-19";2;1;24,2325973031822
"110";109;"2018-01-20";2;1;24,3473598539147
"111";110;"2018-01-21";2;1;24,4420480039283
"112";111;"2018-01-22";2;1;24,4943179455057
"113";112;"2018-01-23";2;1;24,5146328770391
"114";113;"2018-01-24";2;1;24,5287570867938
"115";114;"2018-01-25";2;1;24,5570436879596
"116";115;"2018-01-26";2;1;24,6040023223906
"117";116;"2018-01-27";2;1;24,6609697603418
"118";117;"2018-01-28";2;1;24,7158222114973
"119";118;"2018-01-29";2;1;24,7614668387411
"120";119;"2018-01-30";2;1;24,7984139130377
"121";120;"2018-01-31";2;1;24,8318890435556
"122";121;"2018-02-01";2;1;24,867083365187
"123";122;"2018-02-02";2;1;24,9060399471966
"124";123;"2018-02-03";2;1;24,9474971380545
"125";124;"2018-02-04";2;1;24,9887780155402
"126";125;"2018-02-05";2;1;25,0278907613416
"127";126;"2018-02-06";2;1;25,064501575436
"128";127;"2018-02-07";2;1;25,0995768487455
"129";128;"2018-02-08";2;1;25,1343628754533
"130";129;"2018-02-09";2;1;25,1695436477387
"131";130;"2018-02-10";2;1;25,2050240653839
"132";131;"2018-02-11";2;1;25,2402566231432
"133";132;"2018-02-12";2;1;25,2747297657323
"134";133;"2018-02-13";2;1;25,3082684391168
"135";134;"2018-02-14";2;1;25,3410294556683
"136";135;"2018-02-15";2;1;25,3732982460373
"137";136;"2018-02-16";2;1;25,4052771027083
"138";137;"2018-02-17";2;1;25,4369955070671
"139";138;"2018-02-18";2;1;25,4683551034748
"140";139;"2018-02-19";2;1;25,4992364140312
"141";140;"2018-02-20";2;1;25,5295819469391
"142";141;"2018-02-21";2;1;25,5594136087647
"143";142;"2018-02-22";2;1;25,5887962606622
"144";143;"2018-02-23";2;1;25,6177877098593
"145";144;"2018-02-24";2;1;25,6464099069546
"146";145;"2018-02-25";2;1;25,6746515080758
"147";146;"2018-02-26";2;1;25,7024895921238
"148";147;"2018-02-27";2;1;25,7299109238805
"149";148;"2018-02-28";2;1;25,7569200956162
"150";149;"2018-03-01";2;1;25,7835341000817
"151";150;"2018-03-02";2;1;25,8097712222274
"152";151;"2018-03-03";2;1;25,8356428809769
"153";152;"2018-03-04";2;1;25,8611523383341
"154";153;"2018-03-05";2;1;25,8862987197659
"155";154;"2018-03-06";2;1;25,9110821160044
"156";155;"2018-03-07";2;1;25,9355063226007
"157";156;"2018-03-08";2;1;25,9595783690862
"158";157;"2018-03-09";2;1;25,9833062139893
"159";158;"2018-03-10";2;1;26,0066966200274
"160";159;"2018-03-11";2;1;26,029754430172
"161";160;"2018-03-12";2;1;26,0524832054038
"162";161;"2018-03-13";2;1;26,0748863771325
"163";162;"2018-03-14";2;1;26,0969680449119
"164";163;"2018-03-15";2;1;26,1187330595965
"165";164;"2018-03-16";2;1;26,1401865853522
"166";165;"2018-03-17";2;1;26,1613335824283
"167";166;"2018-03-18";2;1;26,1821785501063
"168";167;"2018-03-19";2;1;26,2027255969196
"169";168;"2018-03-20";2;1;26,2229786850574
"170";169;"2018-03-21";2;1;26,2429418428741
"171";170;"2018-03-22";2;1;26,2626192287289
"172";171;"2018-03-23";2;1;26,2820150587326
"173";172;"2018-03-24";2;1;26,3011334887668
"174";173;"2018-03-25";2;1;26,3199785379794
"175";174;"2018-03-26";2;1;26,3385540862875
"176";175;"2018-03-27";2;1;26,3568639227212
"177";176;"2018-03-28";2;1;26,3749117986529
"178";177;"2018-03-29";2;1;26,3927014526299
"179";178;"2018-03-30";2;1;26,4102366019642
"180";179;"2018-03-31";2;1;26,4275209179199
"181";180;"2018-01-01";3;1;22,1451645623079
"182";181;"2018-01-02";3;1;21,3295397925972
"183";182;"2018-01-03";3;1;22,9106471357093
"184";183;"2018-01-04";3;1;24,2045431074511
"185";184;"2018-01-05";3;1;23,5454319912559
"186";185;"2018-01-06";3;1;23,3360890087725
"187";186;"2018-01-07";3;1;23,1863147492498
"188";187;"2018-01-08";3;1;23,5376980305104
"189";188;"2018-01-09";3;1;23,8456562171868
"190";189;"2018-01-10";3;1;23,8289120992745
"191";190;"2018-01-11";3;1;23,8260816206616
"192";191;"2018-01-12";3;1;23,8342519918692
"193";192;"2018-01-13";3;1;23,9398466884643
"194";193;"2018-01-14";3;1;24,0412399817343
"195";194;"2018-01-15";3;1;24,0864399916241
"196";195;"2018-01-16";3;1;24,1210657089411
"197";196;"2018-01-17";3;1;24,1546198227225
"198";197;"2018-01-18";3;1;24,2047546612859
"199";198;"2018-01-19";3;1;24,2537813695255
"200";199;"2018-01-20";3;1;24,2916449199721
"201";200;"2018-01-21";3;1;24,3240351877881
"202";201;"2018-01-22";3;1;24,3541482325989
"203";202;"2018-01-23";3;1;24,3857469511564
"204";203;"2018-01-24";3;1;24,4160207864041
"205";204;"2018-01-25";3;1;24,4430596683972
"206";205;"2018-01-26";3;1;24,4675150818108
"207";206;"2018-01-27";3;1;24,4902198108689
"208";207;"2018-01-28";3;1;24,5120355591757
"209";208;"2018-01-29";3;1;24,5326116010675
"210";209;"2018-01-30";3;1;24,5516387305426
"211";210;"2018-01-31";3;1;24,5692178070817
"212";211;"2018-02-01";3;1;24,5855780681804
"213";212;"2018-02-02";3;1;24,6009534849861
"214";213;"2018-02-03";3;1;24,6153547664726
"215";214;"2018-02-04";3;1;24,6287716836667
"216";215;"2018-02-05";3;1;24,6412550656365
"217";216;"2018-02-06";3;1;24,6528911665638
"218";217;"2018-02-07";3;1;24,6637673826663
"219";218;"2018-02-08";3;1;24,6739287059153
"220";219;"2018-02-09";3;1;24,6834088752759
"221";220;"2018-02-10";3;1;24,6922481594582
"222";221;"2018-02-11";3;1;24,7004932600323
"223";222;"2018-02-12";3;1;24,7081899726993
"224";223;"2018-02-13";3;1;24,7153747680653
"225";224;"2018-02-14";3;1;24,7220793448726
"226";225;"2018-02-15";3;1;24,7283344103746
"227";226;"2018-02-16";3;1;24,7341705544724
"228";227;"2018-02-17";3;1;24,7396169517952
"229";228;"2018-02-18";3;1;24,7446997929848
"230";229;"2018-02-19";3;1;24,7494429495655
"231";230;"2018-02-20";3;1;24,7538688026533
"232";231;"2018-02-21";3;1;24,7579986202766
"233";232;"2018-02-22";3;1;24,7618524109747
"234";233;"2018-02-23";3;1;24,7654486839895
"235";234;"2018-02-24";3;1;24,768804584639
"236";235;"2018-02-25";3;1;24,7719361106386
"237";236;"2018-02-26";3;1;24,7748582619227
"238";237;"2018-02-27";3;1;24,7775850745055
"239";238;"2018-02-28";3;1;24,7801296228104
"240";239;"2018-03-01";3;1;24,7825040807853
"241";240;"2018-03-02";3;1;24,7847198041631
"242";241;"2018-03-03";3;1;24,7867874022518
"243";242;"2018-03-04";3;1;24,788716783892
"244";243;"2018-03-05";3;1;24,790517192648
"245";244;"2018-03-06";3;1;24,7921972489113
"246";245;"2018-03-07";3;1;24,7937649952094
"247";246;"2018-03-08";3;1;24,7952279385536
"248";247;"2018-03-09";3;1;24,7965930860013
"249";248;"2018-03-10";3;1;24,7978669759607
"250";249;"2018-03-11";3;1;24,7990557087624
"251";250;"2018-03-12";3;1;24,8001649764973
"252";251;"2018-03-13";3;1;24,8012000910742
"253";252;"2018-03-14";3;1;24,8021660096952
"254";253;"2018-03-15";3;1;24,8030673581963
"255";254;"2018-03-16";3;1;24,8039084530034
"256";255;"2018-03-17";3;1;24,8046933218887
"257";256;"2018-03-18";3;1;24,8054257234183
"258";257;"2018-03-19";3;1;24,8061091649801
"259";258;"2018-03-20";3;1;24,8067469195126
"260";259;"2018-03-21";3;1;24,8073420411326
"261";260;"2018-03-22";3;1;24,8078973797698
"262";261;"2018-03-23";3;1;24,8084155948447
"263";262;"2018-03-24";3;1;24,8088991680145
"264";263;"2018-03-25";3;1;24,8093504150456
"265";264;"2018-03-26";3;1;24,8097714968945
"266";265;"2018-03-27";3;1;24,8101644300556
"267";266;"2018-03-28";3;1;24,8105310962238
"268";267;"2018-03-29";3;1;24,8108732513081
"269";268;"2018-03-30";3;1;24,8111925338392
"270";269;"2018-03-31";3;1;24,8114904728134
"271";270;"2018-01-01";4;1;21,2211172658769
"272";271;"2018-01-02";4;1;21,9928823058757
"273";272;"2018-01-03";4;1;22,2704688273049
"274";273;"2018-01-04";4;1;23,0742418172044
"275";274;"2018-01-05";4;1;22,2590301056319
"276";275;"2018-01-06";4;1;22,2956176716978
"277";276;"2018-01-07";4;1;22,3677223041617
"278";277;"2018-01-08";4;1;22,4908850719112
"279";278;"2018-01-09";4;1;22,6691507006618
"280";279;"2018-01-10";4;1;22,5641194977076
"281";280;"2018-01-11";4;1;22,5867407861784
"282";281;"2018-01-12";4;1;22,6039373208368
"283";282;"2018-01-13";4;1;22,6513076941217
"284";283;"2018-01-14";4;1;22,7030254161427
"285";284;"2018-01-15";4;1;22,7059266004135
"286";285;"2018-01-16";4;1;22,7252746768996
"287";286;"2018-01-17";4;1;22,7407589202043
"288";287;"2018-01-18";4;1;22,7640075009499
"289";288;"2018-01-19";4;1;22,7868004829653
"290";289;"2018-01-20";4;1;22,8008380975107
"291";290;"2018-01-21";4;1;22,8159621203801
"292";291;"2018-01-22";4;1;22,829303426169
"293";292;"2018-01-23";4;1;22,8437914256106
"294";293;"2018-01-24";4;1;22,8575572608578
"295";294;"2018-01-25";4;1;22,8693410269423
"296";295;"2018-01-26";4;1;22,8805519513797
"297";296;"2018-01-27";4;1;22,8908419548499
"298";297;"2018-01-28";4;1;22,900887700213
"299";298;"2018-01-29";4;1;22,9103459038745
"300";299;"2018-01-30";4;1;22,9190511856996
"301";300;"2018-01-31";4;1;22,92720788563
"302";301;"2018-02-01";4;1;22,9348004772577
"303";302;"2018-02-02";4;1;22,9419908048269
"304";303;"2018-02-03";4;1;22,9487396189267
"305";304;"2018-02-04";4;1;22,955044069216
"306";305;"2018-02-05";4;1;22,9609468802778
"307";306;"2018-02-06";4;1;22,9664669697519
"308";307;"2018-02-07";4;1;22,9716528814798
"309";308;"2018-02-08";4;1;22,9765150243412
"310";309;"2018-02-09";4;1;22,9810693461139
"311";310;"2018-02-10";4;1;22,9853355418346
"312";311;"2018-02-11";4;1;22,9893308957312
"313";312;"2018-02-12";4;1;22,993076978103
"314";313;"2018-02-13";4;1;22,9965878899133
"315";314;"2018-02-14";4;1;22,9998778464038
"316";315;"2018-02-15";4;1;23,002960427645
"317";316;"2018-02-16";4;1;23,0058485490108
"318";317;"2018-02-17";4;1;23,0085552501636
"319";318;"2018-02-18";4;1;23,0110917398313
"320";319;"2018-02-19";4;1;23,0134686665739
"321";320;"2018-02-20";4;1;23,0156959540167
"322";321;"2018-02-21";4;1;23,0177829915031
"323";322;"2018-02-22";4;1;23,0197387407023
"324";323;"2018-02-23";4;1;23,0215714417908
"325";324;"2018-02-24";4;1;23,0232888350981
"326";325;"2018-02-25";4;1;23,0248981471783
"327";326;"2018-02-26";4;1;23,0264061729193
"328";327;"2018-02-27";4;1;23,0278193078839
"329";328;"2018-02-28";4;1;23,0291435223522
"330";329;"2018-03-01";4;1;23,0303844129888
"331";330;"2018-03-02";4;1;23,031547216786
"332";331;"2018-03-03";4;1;23,0326368459726
"333";332;"2018-03-04";4;1;23,0336579084989
"334";333;"2018-03-05";4;1;23,0346147193829
"335";334;"2018-03-06";4;1;23,0355113223027
"336";335;"2018-03-07";4;1;23,036351504726
"337";336;"2018-03-08";4;1;23,0371388166567
"338";337;"2018-03-09";4;1;23,0378765855168
"339";338;"2018-03-10";4;1;23,0385679290291
"340";339;"2018-03-11";4;1;23,0392157687437
"341";340;"2018-03-12";4;1;23,0398228419945
"342";341;"2018-03-13";4;1;23,0403917140047
"343";342;"2018-03-14";4;1;23,0409247887068
"344";343;"2018-03-15";4;1;23,0414243187447
"345";344;"2018-03-16";4;1;23,0418924150131
"346";345;"2018-03-17";4;1;23,0423310555012
"347";346;"2018-03-18";4;1;23,0427420937495
"348";347;"2018-03-19";4;1;23,0431272666815
"349";348;"2018-03-20";4;1;23,0434882019252
"350";349;"2018-03-21";4;1;23,0438264246882
"351";350;"2018-03-22";4;1;23,0441433641882
"352";351;"2018-03-23";4;1;23,0444403597087
"353";352;"2018-03-24";4;1;23,0447186662595
"354";353;"2018-03-25";4;1;23,0449794598785
"355";354;"2018-03-26";4;1;23,0452238425995
"356";355;"2018-03-27";4;1;23,0454528471065
"357";356;"2018-03-28";4;1;23,0456674411002
"358";357;"2018-03-29";4;1;23,0458685313874
"359";358;"2018-03-30";4;1;23,0460569677129
"360";359;"2018-03-31";4;1;23,04623354635
"361";360;"2018-01-01";5;1;16,4688681526432
"362";361;"2018-01-02";5;1;16,2222037364985
"363";362;"2018-01-03";5;1;16,6932110624911
"364";363;"2018-01-04";5;1;16,9343332757863
"365";364;"2018-01-05";5;1;17,4328492245333
"366";365;"2018-01-06";5;1;16,823869010037
"367";366;"2018-01-07";5;1;16,7833274469244
"368";367;"2018-01-08";5;1;16,8341349576883
"369";368;"2018-01-09";5;1;16,8961526590612
"370";369;"2018-01-10";5;1;16,9091911874173
"371";370;"2018-01-11";5;1;16,8257678910159
"372";371;"2018-01-12";5;1;16,8117870061401
"373";372;"2018-01-13";5;1;16,8137032993392
"374";373;"2018-01-14";5;1;16,8164959627274
"375";374;"2018-01-15";5;1;16,8067640439014
"376";375;"2018-01-16";5;1;16,7898895832636
"377";376;"2018-01-17";5;1;16,7823908805939
"378";377;"2018-01-18";5;1;16,7778446479792
"379";378;"2018-01-19";5;1;16,7732123690199
"380";379;"2018-01-20";5;1;16,7668497882077
"381";380;"2018-01-21";5;1;16,760464606575
"382";381;"2018-01-22";5;1;16,7556813451294
"383";382;"2018-01-23";5;1;16,751613953707
"384";383;"2018-01-24";5;1;16,7477099815859
"385";384;"2018-01-25";5;1;16,743817275982
"386";385;"2018-01-26";5;1;16,7402308963871
"387";386;"2018-01-27";5;1;16,7370884257057
"388";387;"2018-01-28";5;1;16,734241372876
"389";388;"2018-01-29";5;1;16,7315889301056
"390";389;"2018-01-30";5;1;16,7291123082482
"391";390;"2018-01-31";5;1;16,7268442339457
"392";391;"2018-02-01";5;1;16,7247827386418
"393";392;"2018-02-02";5;1;16,7228933887533
"394";393;"2018-02-03";5;1;16,7211514043969
"395";394;"2018-02-04";5;1;16,7195467739627
"396";395;"2018-02-05";5;1;16,7180751624919
"397";396;"2018-02-06";5;1;16,7167267911884
"398";397;"2018-02-07";5;1;16,7154888318584
"399";398;"2018-02-08";5;1;16,7143509028343
"400";399;"2018-02-09";5;1;16,713305439736
"401";400;"2018-02-10";5;1;16,7123458357119
"402";401;"2018-02-11";5;1;16,7114650824836
"403";402;"2018-02-12";5;1;16,7106563110748
"404";403;"2018-02-13";5;1;16,7099134834947
"405";404;"2018-02-14";5;1;16,7092313357445
"406";405;"2018-02-15";5;1;16,708605031589
"407";406;"2018-02-16";5;1;16,7080299866372
"408";407;"2018-02-17";5;1;16,7075019472479
"409";408;"2018-02-18";5;1;16,7070170557657
"410";409;"2018-02-19";5;1;16,7065718071211
"411";410;"2018-02-20";5;1;16,7061629754432
"412";411;"2018-02-21";5;1;16,7057875777549
"413";412;"2018-02-22";5;1;16,705442871453
"414";413;"2018-02-23";5;1;16,705126346251
"415";414;"2018-02-24";5;1;16,7048357016851
"416";415;"2018-02-25";5;1;16,7045688234078
"417";416;"2018-02-26";5;1;16,7043237670498
"418";417;"2018-02-27";5;1;16,704098747138
"419";418;"2018-02-28";5;1;16,7038921254645
"420";419;"2018-03-01";5;1;16,7037023982784
"421";420;"2018-03-02";5;1;16,7035281843838
"422";421;"2018-03-03";5;1;16,7033682151334
"423";422;"2018-03-04";5;1;16,7032213256594
"424";423;"2018-03-05";5;1;16,7030864465316
"425";424;"2018-03-06";5;1;16,7029625958097
"426";425;"2018-03-07";5;1;16,7028488717707
"427";426;"2018-03-08";5;1;16,7027444463732
"428";427;"2018-03-09";5;1;16,7026485592954
"429";428;"2018-03-10";5;1;16,7025605124112
"430";429;"2018-03-11";5;1;16,7024796646794
"431";430;"2018-03-12";5;1;16,702405427462
"432";431;"2018-03-13";5;1;16,7023372602455
"433";432;"2018-03-14";5;1;16,7022746667144
"434";433;"2018-03-15";5;1;16,7022171911386
"435";434;"2018-03-16";5;1;16,7021644150504
"436";435;"2018-03-17";5;1;16,7021159541961
"437";436;"2018-03-18";5;1;16,7020714557403
"438";437;"2018-03-19";5;1;16,7020305956974
"439";438;"2018-03-20";5;1;16,7019930765731
"440";439;"2018-03-21";5;1;16,7019586251978
"441";440;"2018-03-22";5;1;16,7019269907369
"442";441;"2018-03-23";5;1;16,7018979428656
"443";442;"2018-03-24";5;1;16,7018712700915
"444";443;"2018-03-25";5;1;16,7018467782151
"445";444;"2018-03-26";5;1;16,7018242889153
"446";445;"2018-03-27";5;1;16,7018036384517
"447";446;"2018-03-28";5;1;16,7017846764718
"448";447;"2018-03-29";5;1;16,701767264917
"449";448;"2018-03-30";5;1;16,7017512770168
"450";449;"2018-03-31";5;1;16,7017365963662
"451";450;"2018-01-01";6;1;16,4688681526432
"452";451;"2018-01-02";6;1;16,2222037364985
"453";452;"2018-01-03";6;1;16,6932110624911
"454";453;"2018-01-04";6;1;16,9343332757863
"455";454;"2018-01-05";6;1;17,4328492245333
"456";455;"2018-01-06";6;1;16,823869010037
"457";456;"2018-01-07";6;1;16,7833274469244
"458";457;"2018-01-08";6;1;16,8341349576883
"459";458;"2018-01-09";6;1;16,8961526590612
"460";459;"2018-01-10";6;1;16,9091911874173
"461";460;"2018-01-11";6;1;16,8257678910159
"462";461;"2018-01-12";6;1;16,8117870061401
"463";462;"2018-01-13";6;1;16,8137032993392
"464";463;"2018-01-14";6;1;16,8164959627274
"465";464;"2018-01-15";6;1;16,8067640439014
"466";465;"2018-01-16";6;1;16,7898895832636
"467";466;"2018-01-17";6;1;16,7823908805939
"468";467;"2018-01-18";6;1;16,7778446479792
"469";468;"2018-01-19";6;1;16,7732123690199
"470";469;"2018-01-20";6;1;16,7668497882077
"471";470;"2018-01-21";6;1;16,760464606575
"472";471;"2018-01-22";6;1;16,7556813451294
"473";472;"2018-01-23";6;1;16,751613953707
"474";473;"2018-01-24";6;1;16,7477099815859
"475";474;"2018-01-25";6;1;16,743817275982
"476";475;"2018-01-26";6;1;16,7402308963871
"477";476;"2018-01-27";6;1;16,7370884257057
"478";477;"2018-01-28";6;1;16,734241372876
"479";478;"2018-01-29";6;1;16,7315889301056
"480";479;"2018-01-30";6;1;16,7291123082482
"481";480;"2018-01-31";6;1;16,7268442339457
"482";481;"2018-02-01";6;1;16,7247827386418
"483";482;"2018-02-02";6;1;16,7228933887533
"484";483;"2018-02-03";6;1;16,7211514043969
"485";484;"2018-02-04";6;1;16,7195467739627
"486";485;"2018-02-05";6;1;16,7180751624919
"487";486;"2018-02-06";6;1;16,7167267911884
"488";487;"2018-02-07";6;1;16,7154888318584
"489";488;"2018-02-08";6;1;16,7143509028343
"490";489;"2018-02-09";6;1;16,713305439736
"491";490;"2018-02-10";6;1;16,7123458357119
"492";491;"2018-02-11";6;1;16,7114650824836
"493";492;"2018-02-12";6;1;16,7106563110748
"494";493;"2018-02-13";6;1;16,7099134834947
"495";494;"2018-02-14";6;1;16,7092313357445
"496";495;"2018-02-15";6;1;16,708605031589
"497";496;"2018-02-16";6;1;16,7080299866372
"498";497;"2018-02-17";6;1;16,7075019472479
"499";498;"2018-02-18";6;1;16,7070170557657
"500";499;"2018-02-19";6;1;16,7065718071211
"501";500;"2018-02-20";6;1;16,7061629754432
"502";501;"2018-02-21";6;1;16,7057875777549
"503";502;"2018-02-22";6;1;16,705442871453
"504";503;"2018-02-23";6;1;16,705126346251
"505";504;"2018-02-24";6;1;16,7048357016851
"506";505;"2018-02-25";6;1;16,7045688234078
"507";506;"2018-02-26";6;1;16,7043237670498
"508";507;"2018-02-27";6;1;16,704098747138
"509";508;"2018-02-28";6;1;16,7038921254645
"510";509;"2018-03-01";6;1;16,7037023982784
"511";510;"2018-03-02";6;1;16,7035281843838
"512";511;"2018-03-03";6;1;16,7033682151334
"513";512;"2018-03-04";6;1;16,7032213256594
"514";513;"2018-03-05";6;1;16,7030864465316
"515";514;"2018-03-06";6;1;16,7029625958097
"516";515;"2018-03-07";6;1;16,7028488717707
"517";516;"2018-03-08";6;1;16,7027444463732
"518";517;"2018-03-09";6;1;16,7026485592954
"519";518;"2018-03-10";6;1;16,7025605124112
"520";519;"2018-03-11";6;1;16,7024796646794
"521";520;"2018-03-12";6;1;16,702405427462
"522";521;"2018-03-13";6;1;16,7023372602455
"523";522;"2018-03-14";6;1;16,7022746667144
"524";523;"2018-03-15";6;1;16,7022171911386
"525";524;"2018-03-16";6;1;16,7021644150504
"526";525;"2018-03-17";6;1;16,7021159541961
"527";526;"2018-03-18";6;1;16,7020714557403
"528";527;"2018-03-19";6;1;16,7020305956974
"529";528;"2018-03-20";6;1;16,7019930765731
"530";529;"2018-03-21";6;1;16,7019586251978
"531";530;"2018-03-22";6;1;16,7019269907369
"532";531;"2018-03-23";6;1;16,7018979428656
"533";532;"2018-03-24";6;1;16,7018712700915
"534";533;"2018-03-25";6;1;16,7018467782151
"535";534;"2018-03-26";6;1;16,7018242889153
"536";535;"2018-03-27";6;1;16,7018036384517
"537";536;"2018-03-28";6;1;16,7017846764718
"538";537;"2018-03-29";6;1;16,701767264917
"539";538;"2018-03-30";6;1;16,7017512770168
"540";539;"2018-03-31";6;1;16,7017365963662
"541";540;"2018-01-01";7;1;12,6392304721867
"542";541;"2018-01-02";7;1;12,785162831242
"543";542;"2018-01-03";7;1;13,0956281142015
"544";543;"2018-01-04";7;1;13,5737217585257
"545";544;"2018-01-05";7;1;13,9783718552801
"546";545;"2018-01-06";7;1;14,0329367623204
"547";546;"2018-01-07";7;1;13,974844496834
"548";547;"2018-01-08";7;1;13,8899811913117
"549";548;"2018-01-09";7;1;13,8399132270128
"550";549;"2018-01-10";7;1;13,8403401700309
"551";550;"2018-01-11";7;1;13,8644666182384
"552";551;"2018-01-12";7;1;13,8921510453178
"553";552;"2018-01-13";7;1;13,9122787483436
"554";553;"2018-01-14";7;1;13,9237215494481
"555";554;"2018-01-15";7;1;13,9307185112009
"556";555;"2018-01-16";7;1;13,9371341440708
"557";556;"2018-01-17";7;1;13,9448903625309
"558";557;"2018-01-18";7;1;13,9540683276752
"559";558;"2018-01-19";7;1;13,9639091190667
"560";559;"2018-01-20";7;1;13,9737082228612
