id,date,store,item,sales
165,2018-03-17,2,1,26.16133358
166,2018-03-18,2,1,26.18217855
167,2018-03-19,2,1,26.2027256
168,2018-03-20,2,1,26.22297869
169,2018-03-21,2,1,26.24294184
170,2018-03-22,2,1,26.26261923
171,2018-03-23,2,1,26.28201506
172,2018-03-24,2,1,26.30113349
173,2018-03-25,2,1,26.31997854
174,2018-03-26,2,1,26.33855409
175,2018-03-27,2,1,26.35686392
176,2018-03-28,2,1,26.3749118
177,2018-03-29,2,1,26.39270145
178,2018-03-30,2,1,26.4102366
179,2018-03-31,2,1,26.42752092
180,2018-01-01,3,1,22.14516456
181,2018-01-02,3,1,21.32953979
182,2018-01-03,3,1,22.91064714
183,2018-01-04,3,1,24.20454311
184,2018-01-05,3,1,23.54543199
185,2018-01-06,3,1,23.33608901
186,2018-01-07,3,1,23.18631475
187,2018-01-08,3,1,23.53769803
188,2018-01-09,3,1,23.84565622
189,2018-01-10,3,1,23.8289121
190,2018-01-11,3,1,23.82608162
191,2018-01-12,3,1,23.83425199
192,2018-01-13,3,1,23.93984669
193,2018-01-14,3,1,24.04123998
194,2018-01-15,3,1,24.08643999
195,2018-01-16,3,1,24.12106571
196,2018-01-17,3,1,24.15461982
197,2018-01-18,3,1,24.20475466
198,2018-01-19,3,1,24.25378137
199,2018-01-20,3,1,24.29164492
200,2018-01-21,3,1,24.32403519
201,2018-01-22,3,1,24.35414823
202,2018-01-23,3,1,24.38574695
203,2018-01-24,3,1,24.41602079
204,2018-01-25,3,1,24.44305967
205,2018-01-26,3,1,24.46751508
206,2018-01-27,3,1,24.49021981
207,2018-01-28,3,1,24.51203556
208,2018-01-29,3,1,24.5326116
209,2018-01-30,3,1,24.55163873
210,2018-01-31,3,1,24.56921781
211,2018-02-01,3,1,24.58557807
212,2018-02-02,3,1,24.60095348
213,2018-02-03,3,1,24.61535477
214,2018-02-04,3,1,24.62877168
215,2018-02-05,3,1,24.64125507
216,2018-02-06,3,1,24.65289117
217,2018-02-07,3,1,24.66376738
218,2018-02-08,3,1,24.67392871
219,2018-02-09,3,1,24.68340888
220,2018-02-10,3,1,24.69224816
221,2018-02-11,3,1,24.70049326
222,2018-02-12,3,1,24.70818997
223,2018-02-13,3,1,24.71537477
224,2018-02-14,3,1,24.72207934
225,2018-02-15,3,1,24.72833441
226,2018-02-16,3,1,24.73417055
227,2018-02-17,3,1,24.73961695
228,2018-02-18,3,1,24.74469979
229,2018-02-19,3,1,24.74944295
230,2018-02-20,3,1,24.7538688
231,2018-02-21,3,1,24.75799862
232,2018-02-22,3,1,24.76185241
233,2018-02-23,3,1,24.76544868
234,2018-02-24,3,1,24.76880458
235,2018-02-25,3,1,24.77193611
236,2018-02-26,3,1,24.77485826
237,2018-02-27,3,1,24.77758507
238,2018-02-28,3,1,24.78012962
239,2018-03-01,3,1,24.78250408
240,2018-03-02,3,1,24.7847198
241,2018-03-03,3,1,24.7867874
242,2018-03-04,3,1,24.78871678
243,2018-03-05,3,1,24.79051719
244,2018-03-06,3,1,24.79219725
245,2018-03-07,3,1,24.793765
246,2018-03-08,3,1,24.79522794
247,2018-03-09,3,1,24.79659309
248,2018-03-10,3,1,24.79786698
249,2018-03-11,3,1,24.79905571
250,2018-03-12,3,1,24.80016498
251,2018-03-13,3,1,24.80120009
252,2018-03-14,3,1,24.80216601
253,2018-03-15,3,1,24.80306736
254,2018-03-16,3,1,24.80390845
255,2018-03-17,3,1,24.80469332
256,2018-03-18,3,1,24.80542572
257,2018-03-19,3,1,24.80610916
258,2018-03-20,3,1,24.80674692
259,2018-03-21,3,1,24.80734204
260,2018-03-22,3,1,24.80789738
261,2018-03-23,3,1,24.80841559
262,2018-03-24,3,1,24.80889917
263,2018-03-25,3,1,24.80935042
264,2018-03-26,3,1,24.8097715
265,2018-03-27,3,1,24.81016443
266,2018-03-28,3,1,24.8105311
267,2018-03-29,3,1,24.81087325
268,2018-03-30,3,1,24.81119253
269,2018-03-31,3,1,24.81149047
270,2018-01-01,4,1,21.22111727
271,2018-01-02,4,1,21.99288231
272,2018-01-03,4,1,22.27046883
273,2018-01-04,4,1,23.07424182
274,2018-01-05,4,1,22.25903011
275,2018-01-06,4,1,22.29561767
276,2018-01-07,4,1,22.3677223
277,2018-01-08,4,1,22.49088507
278,2018-01-09,4,1,22.6691507
279,2018-01-10,4,1,22.5641195
280,2018-01-11,4,1,22.58674079
281,2018-01-12,4,1,22.60393732
282,2018-01-13,4,1,22.65130769
283,2018-01-14,4,1,22.70302542
284,2018-01-15,4,1,22.7059266
285,2018-01-16,4,1,22.72527468
286,2018-01-17,4,1,22.74075892
287,2018-01-18,4,1,22.7640075
288,2018-01-19,4,1,22.78680048
289,2018-01-20,4,1,22.8008381
290,2018-01-21,4,1,22.81596212
291,2018-01-22,4,1,22.82930343
292,2018-01-23,4,1,22.84379143
293,2018-01-24,4,1,22.85755726
294,2018-01-25,4,1,22.86934103
295,2018-01-26,4,1,22.88055195
296,2018-01-27,4,1,22.89084195
297,2018-01-28,4,1,22.9008877
298,2018-01-29,4,1,22.9103459
299,2018-01-30,4,1,22.91905119
300,2018-01-31,4,1,22.92720789
301,2018-02-01,4,1,22.93480048
302,2018-02-02,4,1,22.9419908
303,2018-02-03,4,1,22.94873962
304,2018-02-04,4,1,22.95504407
305,2018-02-05,4,1,22.96094688
306,2018-02-06,4,1,22.96646697
307,2018-02-07,4,1,22.97165288
308,2018-02-08,4,1,22.97651502
309,2018-02-09,4,1,22.98106935
310,2018-02-10,4,1,22.98533554
311,2018-02-11,4,1,22.9893309
312,2018-02-12,4,1,22.99307698
313,2018-02-13,4,1,22.99658789
314,2018-02-14,4,1,22.99987785
315,2018-02-15,4,1,23.00296043
316,2018-02-16,4,1,23.00584855
317,2018-02-17,4,1,23.00855525
318,2018-02-18,4,1,23.01109174
319,2018-02-19,4,1,23.01346867
320,2018-02-20,4,1,23.01569595
321,2018-02-21,4,1,23.01778299
322,2018-02-22,4,1,23.01973874
323,2018-02-23,4,1,23.02157144
324,2018-02-24,4,1,23.02328884
325,2018-02-25,4,1,23.02489815
326,2018-02-26,4,1,23.02640617
327,2018-02-27,4,1,23.02781931
328,2018-02-28,4,1,23.02914352
329,2018-03-01,4,1,23.03038441
330,2018-03-02,4,1,23.03154722
331,2018-03-03,4,1,23.03263685
332,2018-03-04,4,1,23.03365791
333,2018-03-05,4,1,23.03461472
334,2018-03-06,4,1,23.03551132
335,2018-03-07,4,1,23.0363515
336,2018-03-08,4,1,23.03713882
337,2018-03-09,4,1,23.03787659
338,2018-03-10,4,1,23.03856793
339,2018-03-11,4,1,23.03921577
340,2018-03-12,4,1,23.03982284
341,2018-03-13,4,1,23.04039171
342,2018-03-14,4,1,23.04092479
343,2018-03-15,4,1,23.04142432
344,2018-03-16,4,1,23.04189242
345,2018-03-17,4,1,23.04233106
346,2018-03-18,4,1,23.04274209
347,2018-03-19,4,1,23.04312727
348,2018-03-20,4,1,23.0434882
349,2018-03-21,4,1,23.04382642
350,2018-03-22,4,1,23.04414336
351,2018-03-23,4,1,23.04444036
352,2018-03-24,4,1,23.04471867
353,2018-03-25,4,1,23.04497946
354,2018-03-26,4,1,23.04522384
355,2018-03-27,4,1,23.04545285
356,2018-03-28,4,1,23.04566744
357,2018-03-29,4,1,23.04586853
358,2018-03-30,4,1,23.04605697
359,2018-03-31,4,1,23.04623355
360,2018-01-01,5,1,16.46886815
361,2018-01-02,5,1,16.22220374
362,2018-01-03,5,1,16.69321106
363,2018-01-04,5,1,16.93433328
364,2018-01-05,5,1,17.43284922
365,2018-01-06,5,1,16.82386901
366,2018-01-07,5,1,16.78332745
367,2018-01-08,5,1,16.83413496
368,2018-01-09,5,1,16.89615266
369,2018-01-10,5,1,16.90919119
370,2018-01-11,5,1,16.82576789
371,2018-01-12,5,1,16.81178701
372,2018-01-13,5,1,16.8137033
373,2018-01-14,5,1,16.81649596
374,2018-01-15,5,1,16.80676404
375,2018-01-16,5,1,16.78988958
376,2018-01-17,5,1,16.78239088
377,2018-01-18,5,1,16.77784465
378,2018-01-19,5,1,16.77321237
379,2018-01-20,5,1,16.76684979
380,2018-01-21,5,1,16.76046461
381,2018-01-22,5,1,16.75568135
382,2018-01-23,5,1,16.75161395
383,2018-01-24,5,1,16.74770998
384,2018-01-25,5,1,16.74381728
385,2018-01-26,5,1,16.7402309
386,2018-01-27,5,1,16.73708843
387,2018-01-28,5,1,16.73424137
388,2018-01-29,5,1,16.73158893
389,2018-01-30,5,1,16.72911231
390,2018-01-31,5,1,16.72684423
391,2018-02-01,5,1,16.72478274
392,2018-02-02,5,1,16.72289339
393,2018-02-03,5,1,16.7211514
394,2018-02-04,5,1,16.71954677
395,2018-02-05,5,1,16.71807516
396,2018-02-06,5,1,16.71672679
397,2018-02-07,5,1,16.71548883
398,2018-02-08,5,1,16.7143509
399,2018-02-09,5,1,16.71330544
400,2018-02-10,5,1,16.71234584
401,2018-02-11,5,1,16.71146508
402,2018-02-12,5,1,16.71065631
403,2018-02-13,5,1,16.70991348
404,2018-02-14,5,1,16.70923134
405,2018-02-15,5,1,16.70860503
406,2018-02-16,5,1,16.70802999
407,2018-02-17,5,1,16.70750195
408,2018-02-18,5,1,16.70701706
409,2018-02-19,5,1,16.70657181
410,2018-02-20,5,1,16.70616298
411,2018-02-21,5,1,16.70578758
412,2018-02-22,5,1,16.70544287
413,2018-02-23,5,1,16.70512635
414,2018-02-24,5,1,16.7048357
415,2018-02-25,5,1,16.70456882
416,2018-02-26,5,1,16.70432377
417,2018-02-27,5,1,16.70409875
418,2018-02-28,5,1,16.70389213
419,2018-03-01,5,1,16.7037024
420,2018-03-02,5,1,16.70352818
421,2018-03-03,5,1,16.70336822
422,2018-03-04,5,1,16.70322133
423,2018-03-05,5,1,16.70308645
424,2018-03-06,5,1,16.7029626
425,2018-03-07,5,1,16.70284887
426,2018-03-08,5,1,16.70274445
427,2018-03-09,5,1,16.70264856
428,2018-03-10,5,1,16.70256051
429,2018-03-11,5,1,16.70247966
430,2018-03-12,5,1,16.70240543
431,2018-03-13,5,1,16.70233726
432,2018-03-14,5,1,16.70227467
433,2018-03-15,5,1,16.70221719
434,2018-03-16,5,1,16.70216442
435,2018-03-17,5,1,16.70211595
436,2018-03-18,5,1,16.70207146
437,2018-03-19,5,1,16.7020306
438,2018-03-20,5,1,16.70199308
439,2018-03-21,5,1,16.70195863
440,2018-03-22,5,1,16.70192699
441,2018-03-23,5,1,16.70189794
442,2018-03-24,5,1,16.70187127
443,2018-03-25,5,1,16.70184678
444,2018-03-26,5,1,16.70182429
445,2018-03-27,5,1,16.70180364
446,2018-03-28,5,1,16.70178468
447,2018-03-29,5,1,16.70176726
448,2018-03-30,5,1,16.70175128
449,2018-03-31,5,1,16.7017366
450,2018-01-01,6,1,16.46886815
451,2018-01-02,6,1,16.22220374
452,2018-01-03,6,1,16.69321106
453,2018-01-04,6,1,16.93433328
454,2018-01-05,6,1,17.43284922
455,2018-01-06,6,1,16.82386901
456,2018-01-07,6,1,16.78332745
457,2018-01-08,6,1,16.83413496
458,2018-01-09,6,1,16.89615266
459,2018-01-10,6,1,16.90919119
460,2018-01-11,6,1,16.82576789
461,2018-01-12,6,1,16.81178701
462,2018-01-13,6,1,16.8137033
463,2018-01-14,6,1,16.81649596
464,2018-01-15,6,1,16.80676404
465,2018-01-16,6,1,16.78988958
466,2018-01-17,6,1,16.78239088
467,2018-01-18,6,1,16.77784465
468,2018-01-19,6,1,16.77321237
469,2018-01-20,6,1,16.76684979
470,2018-01-21,6,1,16.76046461
471,2018-01-22,6,1,16.75568135
472,2018-01-23,6,1,16.75161395
473,2018-01-24,6,1,16.74770998
474,2018-01-25,6,1,16.74381728
475,2018-01-26,6,1,16.7402309
476,2018-01-27,6,1,16.73708843
477,2018-01-28,6,1,16.73424137
478,2018-01-29,6,1,16.73158893
479,2018-01-30,6,1,16.72911231
480,2018-01-31,6,1,16.72684423
481,2018-02-01,6,1,16.72478274
482,2018-02-02,6,1,16.72289339
483,2018-02-03,6,1,16.7211514
484,2018-02-04,6,1,16.71954677
485,2018-02-05,6,1,16.71807516
486,2018-02-06,6,1,16.71672679
487,2018-02-07,6,1,16.71548883
488,2018-02-08,6,1,16.7143509
489,2018-02-09,6,1,16.71330544
490,2018-02-10,6,1,16.71234584
491,2018-02-11,6,1,16.71146508
492,2018-02-12,6,1,16.71065631
493,2018-02-13,6,1,16.70991348
494,2018-02-14,6,1,16.70923134
495,2018-02-15,6,1,16.70860503
496,2018-02-16,6,1,16.70802999
497,2018-02-17,6,1,16.70750195
498,2018-02-18,6,1,16.70701706
499,2018-02-19,6,1,16.70657181
500,2018-02-20,6,1,16.70616298
501,2018-02-21,6,1,16.70578758
502,2018-02-22,6,1,16.70544287
503,2018-02-23,6,1,16.70512635
504,2018-02-24,6,1,16.7048357
505,2018-02-25,6,1,16.70456882
506,2018-02-26,6,1,16.70432377
507,2018-02-27,6,1,16.70409875
508,2018-02-28,6,1,16.70389213
509,2018-03-01,6,1,16.7037024
510,2018-03-02,6,1,16.70352818
511,2018-03-03,6,1,16.70336822
512,2018-03-04,6,1,16.70322133
513,2018-03-05,6,1,16.70308645
514,2018-03-06,6,1,16.7029626
515,2018-03-07,6,1,16.70284887
516,2018-03-08,6,1,16.70274445
517,2018-03-09,6,1,16.70264856
518,2018-03-10,6,1,16.70256051
519,2018-03-11,6,1,16.70247966
520,2018-03-12,6,1,16.70240543
521,2018-03-13,6,1,16.70233726
522,2018-03-14,6,1,16.70227467
523,2018-03-15,6,1,16.70221719
524,2018-03-16,6,1,16.70216442
525,2018-03-17,6,1,16.70211595
526,2018-03-18,6,1,16.70207146
527,2018-03-19,6,1,16.7020306
528,2018-03-20,6,1,16.70199308
529,2018-03-21,6,1,16.70195863
530,2018-03-22,6,1,16.70192699
531,2018-03-23,6,1,16.70189794
532,2018-03-24,6,1,16.70187127
533,2018-03-25,6,1,16.70184678
534,2018-03-26,6,1,16.70182429
535,2018-03-27,6,1,16.70180364
536,2018-03-28,6,1,16.70178468
537,2018-03-29,6,1,16.70176726
538,2018-03-30,6,1,16.70175128
539,2018-03-31,6,1,16.7017366
540,2018-01-01,7,1,12.63923047
541,2018-01-02,7,1,12.78516283
542,2018-01-03,7,1,13.09562811
543,2018-01-04,7,1,13.57372176
544,2018-01-05,7,1,13.97837186
545,2018-01-06,7,1,14.03293676
546,2018-01-07,7,1,13.9748445
547,2018-01-08,7,1,13.88998119
548,2018-01-09,7,1,13.83991323
549,2018-01-10,7,1,13.84034017
550,2018-01-11,7,1,13.86446662
551,2018-01-12,7,1,13.89215105
552,2018-01-13,7,1,13.91227875
553,2018-01-14,7,1,13.92372155
554,2018-01-15,7,1,13.93071851
555,2018-01-16,7,1,13.93713414
556,2018-01-17,7,1,13.94489036
557,2018-01-18,7,1,13.95406833
558,2018-01-19,7,1,13.96390912
559,2018-01-20,7,1,13.97370822
560,2018-01-21,7,1,13.98313681
561,2018-01-22,7,1,13.9921963
562,2018-01-23,7,1,14.00102837
563,2018-01-24,7,1,14.00976103
564,2018-01-25,7,1,14.01845178
565,2018-01-26,7,1,14.02709918
566,2018-01-27,7,1,14.03567804
567,2018-01-28,7,1,14.04416657
568,2018-01-29,7,1,14.05255608
569,2018-01-30,7,1,14.06084837
570,2018-01-31,7,1,14.06904923
571,2018-02-01,7,1,14.07716363
572,2018-02-02,7,1,14.08519415
573,2018-02-03,7,1,14.09314145
574,2018-02-04,7,1,14.10100553
575,2018-02-05,7,1,14.10878656
576,2018-02-06,7,1,14.11648512
577,2018-02-07,7,1,14.12410215
578,2018-02-08,7,1,14.13163866
579,2018-02-09,7,1,14.13909564
580,2018-02-10,7,1,14.14647397
581,2018-02-11,7,1,14.15377446
582,2018-02-12,7,1,14.16099792
583,2018-02-13,7,1,14.16814512
584,2018-02-14,7,1,14.17521687
585,2018-02-15,7,1,14.18221397
586,2018-02-16,7,1,14.18913721
587,2018-02-17,7,1,14.19598737
588,2018-02-18,7,1,14.20276523
589,2018-02-19,7,1,14.20947155
590,2018-02-20,7,1,14.21610708
591,2018-02-21,7,1,14.22267256
592,2018-02-22,7,1,14.22916875
593,2018-02-23,7,1,14.23559637
594,2018-02-24,7,1,14.24195614
595,2018-02-25,7,1,14.24824878
596,2018-02-26,7,1,14.254475
597,2018-02-27,7,1,14.2606355
598,2018-02-28,7,1,14.26673098
599,2018-03-01,7,1,14.27276211
600,2018-03-02,7,1,14.27872958
601,2018-03-03,7,1,14.28463407
602,2018-03-04,7,1,14.29047623
603,2018-03-05,7,1,14.29625672
604,2018-03-06,7,1,14.3019762
605,2018-03-07,7,1,14.30763531
606,2018-03-08,7,1,14.31323468
607,2018-03-09,7,1,14.31877495
608,2018-03-10,7,1,14.32425674
609,2018-03-11,7,1,14.32968067
610,2018-03-12,7,1,14.33504734
611,2018-03-13,7,1,14.34035737
612,2018-03-14,7,1,14.34561135
613,2018-03-15,7,1,14.35080987
614,2018-03-16,7,1,14.35595352
615,2018-03-17,7,1,14.36104288
616,2018-03-18,7,1,14.36607851
617,2018-03-19,7,1,14.371061
618,2018-03-20,7,1,14.37599089
619,2018-03-21,7,1,14.38086874
620,2018-03-22,7,1,14.38569511
621,2018-03-23,7,1,14.39047053
622,2018-03-24,7,1,14.39519555
623,2018-03-25,7,1,14.39987069
624,2018-03-26,7,1,14.40449649
625,2018-03-27,7,1,14.40907345
626,2018-03-28,7,1,14.41360211
627,2018-03-29,7,1,14.41808296
628,2018-03-30,7,1,14.42251652
629,2018-03-31,7,1,14.42690328
630,2018-01-01,8,1,25.21171934
631,2018-01-02,8,1,26.77239689
632,2018-01-03,8,1,27.97485049
633,2018-01-04,8,1,27.49520946
634,2018-01-05,8,1,26.95504424
635,2018-01-06,8,1,26.80560556
636,2018-01-07,8,1,26.99870001
637,2018-01-08,8,1,27.1512072
638,2018-01-09,8,1,27.08805579
639,2018-01-10,8,1,27.00902098
640,2018-01-11,8,1,26.97801315
641,2018-01-12,8,1,26.99653235
642,2018-01-13,8,1,27.01119318
643,2018-01-14,8,1,26.99878861
644,2018-01-15,8,1,26.98358254
645,2018-01-16,8,1,26.97462867
646,2018-01-17,8,1,26.97303338
647,2018-01-18,8,1,26.97143587
648,2018-01-19,8,1,26.96672666
649,2018-01-20,8,1,26.96178786
650,2018-01-21,8,1,26.9578811
651,2018-01-22,8,1,26.95524019
652,2018-01-23,8,1,26.95284551
653,2018-01-24,8,1,26.95026269
654,2018-01-25,8,1,26.94781318
655,2018-01-26,8,1,26.94565924
656,2018-01-27,8,1,26.94382955
657,2018-01-28,8,1,26.94217355
658,2018-01-29,8,1,26.94062042
659,2018-01-30,8,1,26.93919551
660,2018-01-31,8,1,26.93791138
661,2018-02-01,8,1,26.93676379
662,2018-02-02,8,1,26.93572415
663,2018-02-03,8,1,26.9347751
664,2018-02-04,8,1,26.93391211
665,2018-02-05,8,1,26.93313057
666,2018-02-06,8,1,26.93242422
667,2018-02-07,8,1,26.93178399
668,2018-02-08,8,1,26.93120272
669,2018-02-09,8,1,26.93067534
670,2018-02-10,8,1,26.93019729
671,2018-02-11,8,1,26.92976417
672,2018-02-12,8,1,26.92937151
673,2018-02-13,8,1,26.92901542
674,2018-02-14,8,1,26.92869251
675,2018-02-15,8,1,26.92839976
676,2018-02-16,8,1,26.92813437
677,2018-02-17,8,1,26.92789377
678,2018-02-18,8,1,26.92767562
679,2018-02-19,8,1,26.92747782
680,2018-02-20,8,1,26.92729849
681,2018-02-21,8,1,26.92713591
682,2018-02-22,8,1,26.92698851
683,2018-02-23,8,1,26.92685487
684,2018-02-24,8,1,26.9267337
685,2018-02-25,8,1,26.92662384
686,2018-02-26,8,1,26.92652424
687,2018-02-27,8,1,26.92643394
688,2018-02-28,8,1,26.92635207
689,2018-03-01,8,1,26.92627784
690,2018-03-02,8,1,26.92621055
691,2018-03-03,8,1,26.92614953
692,2018-03-04,8,1,26.92609421
693,2018-03-05,8,1,26.92604406
694,2018-03-06,8,1,26.92599858
695,2018-03-07,8,1,26.92595736
696,2018-03-08,8,1,26.92591998
697,2018-03-09,8,1,26.92588609
698,2018-03-10,8,1,26.92585536
699,2018-03-11,8,1,26.92582751
700,2018-03-12,8,1,26.92580225
701,2018-03-13,8,1,26.92577935
702,2018-03-14,8,1,26.92575859
703,2018-03-15,8,1,26.92573977
704,2018-03-16,8,1,26.9257227
705,2018-03-17,8,1,26.92570723
706,2018-03-18,8,1,26.9256932
707,2018-03-19,8,1,26.92568049
708,2018-03-20,8,1,26.92566895
709,2018-03-21,8,1,26.9256585
710,2018-03-22,8,1,26.92564902
711,2018-03-23,8,1,26.92564043
712,2018-03-24,8,1,26.92563264
713,2018-03-25,8,1,26.92562557
714,2018-03-26,8,1,26.92561917
715,2018-03-27,8,1,26.92561336
716,2018-03-28,8,1,26.9256081
717,2018-03-29,8,1,26.92560332
718,2018-03-30,8,1,26.925599
719,2018-03-31,8,1,26.92559507
720,2018-01-01,9,1,21.22111727
721,2018-01-02,9,1,21.99288231
722,2018-01-03,9,1,22.27046883
723,2018-01-04,9,1,23.07424182
724,2018-01-05,9,1,22.25903011
725,2018-01-06,9,1,22.29561767
726,2018-01-07,9,1,22.3677223
727,2018-01-08,9,1,22.49088507
728,2018-01-09,9,1,22.6691507
729,2018-01-10,9,1,22.5641195
730,2018-01-11,9,1,22.58674079
731,2018-01-12,9,1,22.60393732
732,2018-01-13,9,1,22.65130769
733,2018-01-14,9,1,22.70302542
734,2018-01-15,9,1,22.7059266
